年月,地區,信用卡產業別,教育程度類別,信用卡交易筆數,信用卡交易金額[新臺幣]
201712,臺灣,百貨,高中高職,1148753,3393155206
201712,臺灣,百貨,其他,1400630,4017011243
201712,臺灣,其他,博士,160361,720147985
201712,臺灣,其他,碩士,2137001,7364805963
201712,臺灣,其他,大學,8152094,26905349717
201712,臺灣,其他,專科,2913532,11859360822
201712,臺灣,其他,高中高職,3877929,15324869405
201712,臺灣,其他,其他,3109143,11787254054
201801,臺灣,食,博士,156784,199278365
201801,臺灣,食,碩士,1646908,1934497211
201801,臺灣,食,大學,5209778,6297516816
201801,臺灣,食,專科,2091079,2582298361
201801,臺灣,食,高中高職,2472959,3283855704
201801,臺灣,食,其他,2369135,3293772412
201801,臺灣,衣,博士,10926,32681286
201801,臺灣,衣,碩士,179846,473515412
201801,臺灣,衣,大學,809143,2099704660
201801,臺灣,衣,專科,297136,837229071
201801,臺灣,衣,高中高職,390564,1152180409
201801,臺灣,衣,其他,379993,1108263921
201801,臺灣,住,博士,23283,112535300
201801,臺灣,住,碩士,237570,1182143195
201801,臺灣,住,大學,768136,3828602970
201801,臺灣,住,專科,290617,1469493707
201801,臺灣,住,高中高職,338166,1756851771
201801,臺灣,住,其他,373877,2027419168
201801,臺灣,行,博士,134294,175106680
201801,臺灣,行,碩士,1343906,1607966725
201801,臺灣,行,大學,4466331,4766639518
201801,臺灣,行,專科,1634551,1791548422
201801,臺灣,行,高中高職,2379496,2613317375
201801,臺灣,行,其他,2395277,2712832489
201801,臺灣,文教康樂,博士,44221,320268855
201801,臺灣,文教康樂,碩士,588164,3075852342
201801,臺灣,文教康樂,大學,2074590,8951251967
201801,臺灣,文教康樂,專科,567968,3113476183
201801,臺灣,文教康樂,高中高職,672028,3483083541
201801,臺灣,文教康樂,其他,855719,4445608653
201801,臺灣,百貨,博士,51508,144174825
201801,臺灣,百貨,碩士,637137,1678189014
201801,臺灣,百貨,大學,2280166,6075452633
201801,臺灣,百貨,專科,802518,2216796807
201801,臺灣,百貨,高中高職,907527,2727410245
201801,臺灣,百貨,其他,1066778,3121988079
201801,臺灣,其他,博士,156158,627577482
201801,臺灣,其他,碩士,2087966,6631945349
201801,臺灣,其他,大學,7952048,24003310634
201801,臺灣,其他,專科,2801877,10462759202
201801,臺灣,其他,高中高職,3793763,13891163364
201801,臺灣,其他,其他,2913803,10230187035
201802,臺灣,食,博士,171672,223269046
201802,臺灣,食,碩士,1833333,2263002037
201802,臺灣,食,大學,5689389,7428531750
201802,臺灣,食,專科,2362082,3241161891
201802,臺灣,食,高中高職,2735342,3986662034
201802,臺灣,食,其他,2650902,3997772166
201802,臺灣,衣,博士,11949,32148735
201802,臺灣,衣,碩士,189148,490842084
201802,臺灣,衣,大學,831534,2150282878
201802,臺灣,衣,專科,325416,887830021
201802,臺灣,衣,高中高職,428976,1232833261
201802,臺灣,衣,其他,431731,1210389033
201802,臺灣,住,博士,26107,122292090
201802,臺灣,住,碩士,275212,1293868349
201802,臺灣,住,大學,831633,3864856141
201802,臺灣,住,專科,314435,1540245005
201802,臺灣,住,高中高職,351404,1767673485
201802,臺灣,住,其他,409958,2118423614
201802,臺灣,行,博士,121124,151088456
201802,臺灣,行,碩士,1238867,1411017369
201802,臺灣,行,大學,4118984,4193008196
201802,臺灣,行,專科,1558011,1628349108
201802,臺灣,行,高中高職,2252551,2347828248
201802,臺灣,行,其他,2329372,2467080962
201802,臺灣,文教康樂,博士,45035,321765507
201802,臺灣,文教康樂,碩士,597940,2971917463
201802,臺灣,文教康樂,大學,2089534,9299628350
201802,臺灣,文教康樂,專科,600607,3772666295
201802,臺灣,文教康樂,高中高職,694728,4142129779
201802,臺灣,文教康樂,其他,922145,4515772547
201802,臺灣,百貨,博士,61075,173312327
201802,臺灣,百貨,碩士,765157,2103152183
201802,臺灣,百貨,大學,2708494,7564668884
201802,臺灣,百貨,專科,979694,2813705243
201802,臺灣,百貨,高中高職,1073840,3314049970
201802,臺灣,百貨,其他,1279026,3767594857
201802,臺灣,其他,博士,137026,613191229
201802,臺灣,其他,碩士,1751732,5427705090
201802,臺灣,其他,大學,6737066,19727116111
201802,臺灣,其他,專科,2440047,8916164762
201802,臺灣,其他,高中高職,3214666,11077916382
201802,臺灣,其他,其他,2611618,8528279853
201803,臺灣,食,博士,171221,184678234
201803,臺灣,食,碩士,1885024,1880466772
201803,臺灣,食,大學,5798616,6096819730
201803,臺灣,食,專科,2274490,2412435261
201803,臺灣,食,高中高職,2628551,3034295130
201803,臺灣,食,其他,2607983,3192682780
201803,臺灣,衣,博士,9889,28996280
201803,臺灣,衣,碩士,162720,422027892
201803,臺灣,衣,大學,724811,1823556866
201803,臺灣,衣,專科,259224,692455425
201803,臺灣,衣,高中高職,339046,951566504
201803,臺灣,衣,其他,362562,998118910
201803,臺灣,住,博士,22001,102243248
201803,臺灣,住,碩士,235890,1093998954
201803,臺灣,住,大學,761932,3445621985
201803,臺灣,住,專科,283571,1340565616
201803,臺灣,住,高中高職,320658,1534808095
201803,臺灣,住,其他,377882,1879461047
201803,臺灣,行,博士,151451,196600153
201803,臺灣,行,碩士,1481517,1746955828
201803,臺灣,行,大學,4889172,5175486553
201803,臺灣,行,專科,1810820,1947250955
201803,臺灣,行,高中高職,2607182,2800870808
201803,臺灣,行,其他,2755862,3016070619
201803,臺灣,文教康樂,博士,47047,361382761
201803,臺灣,文教康樂,碩士,614207,3259890639
201803,臺灣,文教康樂,大學,2167798,10124735576
201803,臺灣,文教康樂,專科,616531,3666276088
201803,臺灣,文教康樂,高中高職,720301,4385756427
201803,臺灣,文教康樂,其他,965586,5399731368
201803,臺灣,百貨,博士,49320,136103748
201803,臺灣,百貨,碩士,613997,1650066751
201803,臺灣,百貨,大學,2260723,6251447853
201803,臺灣,百貨,專科,798113,2312523455
201803,臺灣,百貨,高中高職,909110,2846505947
201803,臺灣,百貨,其他,1083575,3151681377
201803,臺灣,其他,博士,165544,729113206
201803,臺灣,其他,碩士,2163456,7152975971
201803,臺灣,其他,大學,8410876,26018206233
201803,臺灣,其他,專科,3046553,11539254097
201803,臺灣,其他,高中高職,4091266,15416432547
201803,臺灣,其他,其他,3207882,11066674521
201804,臺灣,食,博士,187767,210982804
201804,臺灣,食,碩士,1981531,2159709580
201804,臺灣,食,大學,6217109,7021891533
201804,臺灣,食,專科,2496684,2857103048
201804,臺灣,食,高中高職,2863276,3511033761
201804,臺灣,食,其他,2879416,3771607515
201804,臺灣,衣,博士,11392,30991475
201804,臺灣,衣,碩士,187287,462399094
201804,臺灣,衣,大學,808255,1917766799
201804,臺灣,衣,專科,291181,745005223
201804,臺灣,衣,高中高職,373600,1000329088
201804,臺灣,衣,其他,395090,1031694270
201804,臺灣,住,博士,24135,114697578
201804,臺灣,住,碩士,262154,1287538915
201804,臺灣,住,大學,813546,3995847843
201804,臺灣,住,專科,305122,1594355912
201804,臺灣,住,高中高職,336553,1885864609
201804,臺灣,住,其他,384758,2075589070
201804,臺灣,行,博士,147121,182615230
201804,臺灣,行,碩士,1459400,1663194127
201804,臺灣,行,大學,4874026,4924389259
201804,臺灣,行,專科,1847519,1912051912
201804,臺灣,行,高中高職,2679634,2805909269
201804,臺灣,行,其他,2784047,2930442680
201804,臺灣,文教康樂,博士,45395,307902947
201804,臺灣,文教康樂,碩士,625206,2764194383
201804,臺灣,文教康樂,大學,2222571,8749960662
201804,臺灣,文教康樂,專科,607428,3152779528
201804,臺灣,文教康樂,高中高職,720639,3888565729
201804,臺灣,文教康樂,其他,961130,4770236783
201804,臺灣,百貨,博士,56300,171476002
201804,臺灣,百貨,碩士,706295,1997778426
201804,臺灣,百貨,大學,2563783,7338375102
201804,臺灣,百貨,專科,905836,2688348409
201804,臺灣,百貨,高中高職,1028530,3315767531
201804,臺灣,百貨,其他,1218933,3693840264
201804,臺灣,其他,博士,167209,677504126
201804,臺灣,其他,碩士,2235430,6861059292
201804,臺灣,其他,大學,8318443,24994203420
201804,臺灣,其他,專科,2960435,11036670180
201804,臺灣,其他,高中高職,3909327,14454420274
201804,臺灣,其他,其他,3149108,10785308325
201805,臺灣,食,博士,210462,253185375
201805,臺灣,食,碩士,2247840,2594913122
201805,臺灣,食,大學,7148824,8527796861
201805,臺灣,食,專科,2810804,3417660796
201805,臺灣,食,高中高職,3229724,4145062527
201805,臺灣,食,其他,3356740,4728470732
201805,臺灣,衣,博士,12230,35022538
201805,臺灣,衣,碩士,200635,492840718
201805,臺灣,衣,大學,885204,2124429902
201805,臺灣,衣,專科,319763,811324782
201805,臺灣,衣,高中高職,412655,1088841745
201805,臺灣,衣,其他,435816,1136543872
201805,臺灣,住,博士,23090,115498245
201805,臺灣,住,碩士,245557,1216657215
201805,臺灣,住,大學,781393,3841890115
201805,臺灣,住,專科,293582,1552994860
201805,臺灣,住,高中高職,335329,1881796301
201805,臺灣,住,其他,383244,2099365459
201805,臺灣,行,博士,164664,205746669
201805,臺灣,行,碩士,1582557,1794576332
201805,臺灣,行,大學,5289105,5372038727
201805,臺灣,行,專科,2010611,2107051495
201805,臺灣,行,高中高職,2891397,3083485001
201805,臺灣,行,其他,3022862,3227032787
201805,臺灣,文教康樂,博士,47000,386776093
201805,臺灣,文教康樂,碩士,621109,3247111546
201805,臺灣,文教康樂,大學,2184557,9987542265
201805,臺灣,文教康樂,專科,614014,3673918448
201805,臺灣,文教康樂,高中高職,717861,4364674862
201805,臺灣,文教康樂,其他,971924,5509762815
201805,臺灣,百貨,博士,58790,171948439
201805,臺灣,百貨,碩士,728636,1970304399
201805,臺灣,百貨,大學,2673488,7189669935
201805,臺灣,百貨,專科,944046,2635672391
201805,臺灣,百貨,高中高職,1088521,3226837910
201805,臺灣,百貨,其他,1295962,3739435617
201805,臺灣,其他,博士,258021,11426710007
201805,臺灣,其他,碩士,3184068,62263954062
201805,臺灣,其他,大學,10954803,118850893413
201805,臺灣,其他,專科,3887004,36153050869
201805,臺灣,其他,高中高職,4875497,31994156074
201805,臺灣,其他,其他,4347359,58746145441
201806,臺灣,食,博士,212533,252133109
201806,臺灣,食,碩士,2270839,2498497462
201806,臺灣,食,大學,7179601,8198713503
201806,臺灣,食,專科,2812507,3322285307
201806,臺灣,食,高中高職,3219842,3944827292
201806,臺灣,食,其他,3343006,4477258950
201806,臺灣,衣,博士,12232,31901577
201806,臺灣,衣,碩士,201920,480553931
201806,臺灣,衣,大學,866108,1990786026
201806,臺灣,衣,專科,300636,732361065
201806,臺灣,衣,高中高職,380354,975550441
201806,臺灣,衣,其他,413716,1018251888
201806,臺灣,住,博士,23626,115126263
201806,臺灣,住,碩士,254762,1196160283
201806,臺灣,住,大學,799351,3722354894
201806,臺灣,住,專科,294123,1442852932
201806,臺灣,住,高中高職,329504,1708639218
201806,臺灣,住,其他,384695,1976966448
201806,臺灣,行,博士,157440,196984481
201806,臺灣,行,碩士,1549904,1730585256
201806,臺灣,行,大學,5215579,5229855441
201806,臺灣,行,專科,1989284,2080500101
201806,臺灣,行,高中高職,2876021,3071358441
201806,臺灣,行,其他,2966734,3183179577
201806,臺灣,文教康樂,博士,48851,392040150
201806,臺灣,文教康樂,碩士,644418,3375651210
201806,臺灣,文教康樂,大學,2248925,9603654855
201806,臺灣,文教康樂,專科,627053,3460625674
201806,臺灣,文教康樂,高中高職,722307,3781482726
201806,臺灣,文教康樂,其他,981539,5012400005
201806,臺灣,百貨,博士,58180,173187508
201806,臺灣,百貨,碩士,725141,1797384129
201806,臺灣,百貨,大學,2575525,6353469872
201806,臺灣,百貨,專科,910833,2354275396
201806,臺灣,百貨,高中高職,1021412,2770929514
201806,臺灣,百貨,其他,1225590,3120066247
201806,臺灣,其他,博士,183187,755924554
201806,臺灣,其他,碩士,2379924,7419009066
201806,臺灣,其他,大學,8852091,26504208407
201806,臺灣,其他,專科,3122758,12037196759
201806,臺灣,其他,高中高職,4224701,16584018811
201806,臺灣,其他,其他,3630167,14195552336
201807,臺灣,食,博士,225644,263919023
201807,臺灣,食,碩士,2455087,2608186862
201807,臺灣,食,大學,7829581,8674554946
201807,臺灣,食,專科,3081096,3533068454
201807,臺灣,食,高中高職,3555710,4265348633
201807,臺灣,食,其他,3632214,4736861963
201807,臺灣,衣,博士,12382,31782798
201807,臺灣,衣,碩士,195628,440170860
201807,臺灣,衣,大學,840996,1856488062
201807,臺灣,衣,專科,298252,711963341
201807,臺灣,衣,高中高職,380156,942197181
201807,臺灣,衣,其他,406107,969080961
201807,臺灣,住,博士,30042,137332448
201807,臺灣,住,碩士,313498,1423347819
201807,臺灣,住,大學,936960,4192874627
201807,臺灣,住,專科,346831,1685475836
201807,臺灣,住,高中高職,375700,1899654737
201807,臺灣,住,其他,436903,2143814201
201807,臺灣,行,博士,160114,202572355
201807,臺灣,行,碩士,1600980,1862524537
201807,臺灣,行,大學,5409846,5655957456
201807,臺灣,行,專科,2085758,2250908277
201807,臺灣,行,高中高職,2996310,3260232725
201807,臺灣,行,其他,3067023,3350494748
201807,臺灣,文教康樂,博士,51900,388859005
201807,臺灣,文教康樂,碩士,678149,3296244013
201807,臺灣,文教康樂,大學,2347887,9406566419
201807,臺灣,文教康樂,專科,654660,3389214030
201807,臺灣,文教康樂,高中高職,747561,3662393840
201807,臺灣,文教康樂,其他,1006412,4820601419
201807,臺灣,百貨,博士,62289,163641609
201807,臺灣,百貨,碩士,754107,1817742808
201807,臺灣,百貨,大學,2679379,6395556281
201807,臺灣,百貨,專科,957622,2418311513
201807,臺灣,百貨,高中高職,1069982,2826744515
201807,臺灣,百貨,其他,1283481,3236790080
201807,臺灣,其他,博士,197253,788855814
201807,臺灣,其他,碩士,2603870,7536089061
201807,臺灣,其他,大學,9580672,27741241196
201807,臺灣,其他,專科,3398631,12555619766
201807,臺灣,其他,高中高職,4577567,17385073475
201807,臺灣,其他,其他,3835012,14596322663
201808,臺灣,食,博士,224332,263349125
201808,臺灣,食,碩士,2438925,2653157867
201808,臺灣,食,大學,7860779,9078716421
201808,臺灣,食,專科,3116261,3855202115
201808,臺灣,食,高中高職,3648832,4790324831
201808,臺灣,食,其他,3637945,5056703675
201808,臺灣,衣,博士,10907,27544322
201808,臺灣,衣,碩士,178394,400707179
201808,臺灣,衣,大學,771098,1706625819
201808,臺灣,衣,專科,269777,629046486
201808,臺灣,衣,高中高職,350855,852474150
201808,臺灣,衣,其他,360923,853429783
201808,臺灣,住,博士,27258,124245031
201808,臺灣,住,碩士,291204,1243823211
201808,臺灣,住,大學,911111,3780651520
201808,臺灣,住,專科,335240,1515050969
201808,臺灣,住,高中高職,365268,1693993468
201808,臺灣,住,其他,421442,1943286015
201808,臺灣,行,博士,151696,190316103
201808,臺灣,行,碩士,1532910,1733089826
201808,臺灣,行,大學,5105288,5189176613
201808,臺灣,行,專科,1928414,2031829141
201808,臺灣,行,高中高職,2758206,2923046274
201808,臺灣,行,其他,2779728,2982381004
201808,臺灣,文教康樂,博士,50621,413815167
201808,臺灣,文教康樂,碩士,666791,3435592449
201808,臺灣,文教康樂,大學,2354421,10165659876
201808,臺灣,文教康樂,專科,648777,4016042343
201808,臺灣,文教康樂,高中高職,752624,4239696919
201808,臺灣,文教康樂,其他,984649,5090072498
201808,臺灣,百貨,博士,61909,163797400
201808,臺灣,百貨,碩士,742535,1776901714
201808,臺灣,百貨,大學,2631227,6304129684
201808,臺灣,百貨,專科,930607,2325347996
201808,臺灣,百貨,高中高職,1039121,2709276353
201808,臺灣,百貨,其他,1231203,3062477343
201808,臺灣,其他,博士,177971,746787099
201808,臺灣,其他,碩士,2411430,7357881449
201808,臺灣,其他,大學,8810978,26197221993
201808,臺灣,其他,專科,3075228,11984293053
